Year,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_Alberta,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2021,4545941256,510.8,80.11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,4820152177,515.7,80.17,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,5124664184,521.4,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,976981164,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,1063768374,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,1166675093,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,1246178040,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,1290080062,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,1386710501,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,1479183582,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,1616420735,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,1767188432,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,1825146758,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1967440565,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,2046825226,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2145566159,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,2253157289,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,2307295168,492.0,80.22,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2308151426,494.7,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2383866093,519.7,80.31,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,2426598180,475.0,80.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,2569864206,510.8,80.11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,2697014050,515.7,80.17,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2741560758,521.4,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,102628596,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,106538938,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,106700658,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,113798810,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,119468169,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,126177897,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,138701310,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,131381469,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,133703990,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,133472619,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,135290468,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,155837420,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,171626309,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,175659318,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,182338167,492.0,80.22,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,191203696,494.7,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,199887609,519.7,80.31,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,190410772,475.0,80.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,215976683,510.8,80.11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,236577958,515.7,80.17,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,243465886,521.4,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,387074745,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,423976728,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,465471579,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,504000428,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,603081907,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,653004157,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,687053693,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,719965024,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,720444360,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,701657320,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,715931931,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,725691324,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,738356354,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,732651005,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,740218781,492.0,80.22,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,764759387,494.7,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,798933281,519.7,80.31,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,846031600,475.0,80.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,912311407,510.8,80.11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,934340374,515.7,80.17,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,977072641,521.4,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,506957474,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,574491841,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,663976385,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,668957106,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,790894225,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,813024503,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,857051508,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,871049059,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,995405692,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,963619601,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,968824160,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1007468396,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,1030269080,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,1046628718,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,1073014235,492.0,80.22,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,1136881540,494.7,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,1221079021,519.7,80.31,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,1466772455,475.0,80.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1572538940,510.8,80.11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,1841350852,515.7,80.17,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1869233588,521.4,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,119142944,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,128856902,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,121571670,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,127971412,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,138489130,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,119274705,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,115670451,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,111511701,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,146115604,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,159706597,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,158384737,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,155651740,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,145132324,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,143278432,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,143577341,492.0,80.22,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,156728463,494.7,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,173177685,519.7,80.31,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,179604561,475.0,80.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,179173420,510.8,80.11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,199430702,515.7,80.17,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,211141060,521.4,80.24,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,447398055,500.7,78.94,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,487686650,514.7,79.06,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,507321144,504.3,79.14,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,511838373,493.3,79.29,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,532498267,517.9,79.39,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,567684720,520.5,79.4,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,606472747,509.3,79.49,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,653068651,495.0,79.51,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,713457086,506.3,79.67,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,932639238,501.4,79.85,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,758219508,508.7,79.98,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,782415800,493.7,80.1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,827716926,489.7,80.07,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,872870864,496.7,80.15,0,0,0,0,0,0,0,0,0,0,0,1,0
